,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
126,12/15/2018,Open,,18-03368467,Street Lights - All/Out,10400 S STATE ST,60628.0,1178088.0816288,1836016.63839018,34.0,5.0,49.0,41.70534063167,-87.62346994883,"(41.705340631665, -87.62346994883)"
127,12/15/2018,Open,,18-03369437,Street Lights - All/Out,8637 W BERWYN AVE,60656.0,1117603.02011164,1933907.42000713,41.0,16.0,76.0,41.97512574006,-87.84291871405,"(41.975125740062, -87.84291871405)"
128,12/15/2018,Open,,18-03368281,Street Lights - All/Out,2716 W CHICAGO AVE,60622.0,1158248.36648014,1905219.53592373,26.0,12.0,24.0,41.89566842646,-87.69423711533,"(41.895668426463, -87.694237115328)"
129,12/15/2018,Open,,18-03368282,Street Lights - All/Out,407 W 125TH ST,60628.0,1175826.14111983,1822031.1224871,9.0,5.0,53.0,41.66701310719,-87.63216973145,"(41.667013107194, -87.632169731446)"
130,12/15/2018,Open,,18-03366545,Street Lights - All/Out,10215 S PARNELL AVE,60628.0,1174436.96080823,1837156.67272936,9.0,22.0,73.0,41.70855086363,-87.63680615931,"(41.70855086363, -87.636806159308)"
131,12/15/2018,Open,,18-03368329,Street Lights - All/Out,100 S GREEN ST,60607.0,1170747.13836916,1899778.22103008,27.0,12.0,28.0,41.88047244657,-87.64849166656,"(41.88047244657, -87.648491666557)"
132,12/15/2018,Open,,18-03368129,Street Lights - All/Out,5600 W BARRY AVE,60634.0,1138493.0048134,1920052.44348754,31.0,25.0,19.0,41.93675250285,-87.76643483204,"(41.936752502851, -87.766434832036)"
133,12/15/2018,Open,,18-03364535,Street Lights - All/Out,500 W 119TH ST,60628.0,1175107.87788418,1825990.22800502,34.0,5.0,53.0,41.67789353616,-87.63468089338,"(41.677893536158, -87.634680893379)"
134,12/15/2018,Open,,18-03368371,Street Lights - All/Out,453 W 30TH ST,60616.0,1173674.22428144,1885043.44961769,11.0,9.0,60.0,41.83997456278,-87.6381818521,"(41.839974562779, -87.638181852101)"
135,12/15/2018,Open,,18-03369534,Street Lights - All/Out,3308 N MENARD AVE,60634.0,1137123.77568793,1921442.68221573,30.0,16.0,15.0,41.94059220006,-87.77143351675,"(41.940592200057, -87.771433516754)"
136,12/15/2018,Open,,18-03368128,Street Lights - All/Out,2900 S CANAL ST,60616.0,1173760.42008308,1885708.80788968,11.0,9.0,60.0,41.84179844568,-87.63784578129,"(41.841798445684, -87.637845781291)"
138,12/14/2018,Open,,18-03355844,Street Lights - All/Out,150 N COLUMBUS DR,60601.0,1178318.61319011,1901312.99969159,42.0,1.0,32.0,41.88451480115,-87.62064346437,"(41.884514801151, -87.620643464371)"
139,12/14/2018,Open,,18-03356657,Street Lights - All/Out,8515 S CENTRAL PARK AVE,60652.0,1153808.55560983,1847805.43982093,18.0,8.0,70.0,41.73820604509,-87.71206819106,"(41.738206045088, -87.712068191056)"
140,12/14/2018,Open,,18-03362526,Street Lights - All/Out,9009 S YATES BLVD,60617.0,1193736.13087284,1845702.94519096,7.0,4.0,48.0,41.73155254788,-87.56585307562,"(41.731552547883, -87.565853075623)"
141,12/14/2018,Open,,18-03356168,Street Lights - All/Out,13400 S AVENUE K,60633.0,1202418.78906736,1816732.26818982,10.0,4.0,55.0,41.65183757919,-87.53502949127,"(41.651837579194, -87.53502949127)"
142,12/14/2018,Open,,18-03360037,Street Lights - All/Out,8824 S DAUPHIN AVE,60619.0,1183926.46569454,1846568.2199144,8.0,6.0,44.0,41.73416136914,-87.60176225216,"(41.734161369142, -87.601762252165)"
143,12/14/2018,Open,,18-03356581,Street Lights - All/Out,2040 W NORTH AVE,60647.0,1162485.31848325,1910641.64219595,2.0,14.0,24.0,41.91045943486,-87.67852374658,"(41.910459434862, -87.678523746578)"
144,12/14/2018,Open,,18-03356647,Street Lights - All/Out,1962 N HOWE ST,60614.0,1171627.5191095,1913250.98233254,43.0,18.0,7.0,41.91742316705,-87.64486202197,"(41.917423167053, -87.644862021971)"
145,12/14/2018,Open,,18-03356714,Street Lights - All/Out,229 N STATE ST,60601.0,1176319.66167198,1902027.4699164,42.0,1.0,32.0,41.88652066661,-87.6279622293,"(41.88652066661, -87.627962229305)"
146,12/14/2018,Open,,18-03356651,Street Lights - All/Out,6364 N OAK PARK AVE,60631.0,1130463.89528277,1941829.28661091,41.0,16.0,10.0,41.99665231058,-87.79544095722,"(41.996652310579, -87.795440957219)"
147,12/14/2018,Open,,18-03361151,Street Lights - All/Out,9800 S GENOA AVE,60643.0,1170438.77017712,1839769.70567704,34.0,22.0,73.0,41.71580923607,-87.65137204914,"(41.715809236074, -87.651372049139)"
148,12/14/2018,Open,,18-03360994,Street Lights - All/Out,2947 S FARRELL ST,60608.0,1169728.66367216,1885134.92801846,11.0,9.0,60.0,41.84031230364,-87.65265766523,"(41.840312303643, -87.652657665233)"
149,12/14/2018,Open,,18-03356670,Street Lights - All/Out,915 W 86TH PL,60620.0,1171640.75676823,1847479.05763331,21.0,6.0,71.0,41.73693858351,-87.64674457796,"(41.736938583512, -87.64674457796)"
150,12/14/2018,Open,,18-03356662,Street Lights - All/Out,600 S STATE ST,60605.0,1176451.12200319,1897667.02770095,4.0,1.0,32.0,41.87455239842,-87.62761115198,"(41.874552398422, -87.627611151977)"
151,12/14/2018,Open,,18-03362161,Street Lights - All/Out,4015 W WAVELAND AVE,60641.0,1148936.77909022,1924289.37311847,45.0,17.0,16.0,41.94818306205,-87.72794223776,"(41.948183062045, -87.727942237762)"
152,12/14/2018,Open,,18-03362461,Street Lights - All/Out,7500 S WINCHESTER AVE,60620.0,1164656.59011537,1854888.686971,17.0,6.0,71.0,41.75742174076,-87.67212387643,"(41.757421740756, -87.672123876433)"
153,12/14/2018,Open,,18-03358306,Street Lights - All/Out,899 S PLYMOUTH CT,60605.0,1176195.51618151,1896200.60922535,4.0,1.0,32.0,41.87053421921,-87.62859381896,"(41.870534219214, -87.62859381896)"
154,12/14/2018,Open,,18-03356769,Street Lights - All/Out,800 S LAKE SHORE DR,60605.0,1179333.45952308,1896750.8860168,4.0,1.0,32.0,41.87197293687,-87.617056675,"(41.871972936872, -87.617056675005)"
155,12/14/2018,Open,,18-03356663,Street Lights - All/Out,7640 S DAMEN AVE,60620.0,1164351.19790514,1853988.64790132,18.0,6.0,71.0,41.75495834073,-87.67326840765,"(41.754958340726, -87.67326840765)"
156,12/14/2018,Open,,18-03362325,Street Lights - All/Out,9647 S LOWE AVE,60628.0,1173670.57922062,1840896.36148015,21.0,22.0,73.0,41.71883008497,-87.63950234422,"(41.71883008497, -87.639502344223)"
157,12/14/2018,Open,,18-03356850,Street Lights - All/Out,902 W FULLERTON AVE,60614.0,1169870.47988323,1916149.13388219,43.0,19.0,7.0,41.92541436724,-87.65123268011,"(41.925414367241, -87.651232680106)"
158,12/14/2018,Open,,18-03356656,Street Lights - All/Out,1814 S DESPLAINES ST,60616.0,1172355.27622155,1891396.67071348,11.0,12.0,31.0,41.85743750859,-87.64283434706,"(41.857437508586, -87.642834347064)"
159,12/14/2018,Open,,18-03356615,Street Lights - All/Out,1200 W LAKE ST,60607.0,1168469.93190364,1901593.42620047,27.0,12.0,28.0,41.8855030614,-87.65680075361,"(41.885503061398, -87.656800753606)"
160,12/14/2018,Open,,18-03356613,Street Lights - All/Out,6551 N SHERIDAN RD,60626.0,1167063.20471696,1943888.20007634,49.0,24.0,1.0,42.00159219446,-87.66074781827,"(42.00159219446, -87.66074781827)"
161,12/14/2018,Open,,18-03356708,Street Lights - All/Out,3506 N KILDARE AVE,60641.0,1147097.17333114,1922986.69010759,30.0,17.0,16.0,41.94464384681,-87.73473773891,"(41.94464384681, -87.734737738906)"
162,12/14/2018,Open,,18-03356678,Street Lights - All/Out,700 S STATE ST,60605.0,1176467.76497282,1897134.93681092,4.0,1.0,32.0,41.87309193346,-87.62756611042,"(41.873091933462, -87.627566110422)"
163,12/14/2018,Open,,18-03356677,Street Lights - All/Out,5200 N KEDZIE AVE,60625.0,1154103.29649329,1934371.65237941,39.0,17.0,13.0,41.97574776558,-87.70868094649,"(41.975747765579, -87.70868094649)"
164,12/14/2018,Open,,18-03356749,Street Lights - All/Out,1400 S LAKE SHORE DR,60605.0,1178878.35113346,1893906.02510999,4.0,1.0,33.0,41.86417688336,-87.61881448073,"(41.864176883357, -87.618814480734)"
165,12/14/2018,Open,,18-03357463,Street Lights - All/Out,1645 W JACKSON BLVD,60612.0,1165489.85790936,1898692.40709017,27.0,12.0,28.0,41.87760638214,-87.66782672284,"(41.877606382136, -87.667826722835)"
166,12/14/2018,Open,,18-03356736,Street Lights - All/Out,300 S LAKE SHORE DR,60605.0,1179274.82033096,1899084.92001433,42.0,1.0,32.0,41.87837899339,-87.61720046415,"(41.878378993387, -87.617200464154)"
167,12/14/2018,Open,,18-03356761,Street Lights - All/Out,1800 S LAKE SHORE DR,60616.0,1179530.42821926,1891665.53646687,4.0,1.0,33.0,41.85801393119,-87.61648943056,"(41.858013931191, -87.616489430559)"
168,12/14/2018,Open,,18-03359886,Street Lights - All/Out,1235 W ELMDALE AVE,60660.0,1166837.88000985,1939990.76779272,48.0,20.0,77.0,41.99090241177,-87.66168921412,"(41.990902411768, -87.661689214115)"
169,12/14/2018,Open,,18-03356750,Street Lights - All/Out,1634 S LAKE SHORE DR,60616.0,1179323.32900323,1892238.42198474,4.0,1.0,33.0,41.85959070635,-87.61723206346,"(41.859590706349, -87.617232063463)"
170,12/14/2018,Open - Dup,,18-03359903,Street Lights - All/Out,13200 S COMMERCIAL AVE,60633.0,1198103.84999239,1818032.8341047,10.0,4.0,55.0,41.65551505206,-87.55077370256,"(41.655515052064, -87.550773702559)"
171,12/14/2018,Open,,18-03359684,Street Lights - All/Out,5031 S LAPORTE AVE,60638.0,1144209.50537054,1870812.39492297,22.0,8.0,56.0,41.80152592081,-87.74666245613,"(41.801525920806, -87.746662456128)"
172,12/14/2018,Open - Dup,,18-03360212,Street Lights - All/Out,11752 S LOOMIS ST,60643.0,1169111.1702716,1826816.59999646,34.0,5.0,53.0,41.68029257975,-87.65660712562,"(41.680292579747, -87.656607125624)"
173,12/14/2018,Open,,18-03356660,Street Lights - All/Out,4065 S SACRAMENTO AVE,60632.0,1157024.38447402,1877461.05006826,12.0,9.0,58.0,41.81952107003,-87.69948516468,"(41.819521070028, -87.699485164677)"
174,12/14/2018,Open,,18-03362937,Street Lights - All/Out,2600 S DAMEN AVE,60608.0,1163450.72120833,1886739.27607977,25.0,10.0,31.0,41.84484901575,-87.67565009106,"(41.844849015748, -87.675650091059)"
175,12/14/2018,Open,,18-03362352,Street Lights - All/Out,12800 S WALLACE ST,60628.0,1174640.68546884,1820026.72390583,9.0,5.0,53.0,41.66153909007,-87.63656746202,"(41.661539090066, -87.636567462017)"
176,12/14/2018,Open,,18-03355995,Street Lights - All/Out,4041 N PITTSBURGH AVE,60634.0,1120340.78637008,1925819.44830304,38.0,16.0,17.0,41.95288791949,-87.83302443089,"(41.952887919494, -87.83302443089)"
177,12/14/2018,Open,,18-03362454,Street Lights - All/Out,2600 W 47TH ST,60632.0,1159824.72590644,1873414.56553101,15.0,9.0,58.0,41.80835986923,-87.68932356854,"(41.80835986923, -87.689323568542)"
178,12/14/2018,Open,,18-03356585,Street Lights - All/Out,1636 W PRATT BLVD,60626.0,1164133.30011964,1945238.12609453,49.0,24.0,1.0,42.00535907206,-87.67148809896,"(42.005359072058, -87.671488098959)"
179,12/14/2018,Open,,18-03362477,Street Lights - All/Out,3600 W WILSON AVE,60625.0,1151559.09607718,1930331.04682405,35.0,17.0,14.0,41.96471061165,-87.71814366783,"(41.964710611653, -87.71814366783)"
180,12/14/2018,Open,,18-03363223,Street Lights - All/Out,6419 S INGLESIDE AVE,60637.0,1183829.01332029,1862617.66730184,20.0,3.0,42.0,41.77820494858,-87.60161917888,"(41.778204948584, -87.601619178881)"
181,12/13/2018,Open,,18-03347090,Street Lights - All/Out,5150 W NEWPORT AVE,60641.0,1141715.69367301,1922457.23700638,31.0,16.0,15.0,41.94329240009,-87.7545311956,"(41.943292400091, -87.754531195604)"
184,12/13/2018,Open - Dup,,18-03352618,Street Lights - All/Out,1200 W 73RD PL,60636.0,1169594.93349488,1856052.38998678,17.0,7.0,67.0,41.76050951272,-87.65399185032,"(41.760509512723, -87.653991850325)"
187,12/13/2018,Open,,18-03346908,Street Lights - All/Out,11600 S MORGAN ST,60643.0,1171741.67972175,1827823.55009939,34.0,5.0,53.0,41.68299871455,-87.6469488455,"(41.682998714547, -87.646948845497)"
189,12/13/2018,Open,,18-03346583,Street Lights - All/Out,1142 E 48TH ST,60615.0,1184669.28260753,1873413.59266557,4.0,2.0,39.0,41.80781018487,-87.59820031381,"(41.807810184872, -87.598200313805)"
